M_axial force,M_BM_X,M_BM_Y,M_Torosion_z,M_Channel1,M_channel2,M_spindlepow,M_spindlecurr,SK1,SK2,SK3,SK4,SK5,SK6,SK7,SK8,SD_AXIAL,SD_bm_X,Sd_bm_y,sd_torsion,sd_ch1,sd_ch2,sd_sppow,sd_spcurre,K_axialforce,k_bm_x,k_bm_y,k_torsion,k_ch1,k_ch2,k_sppow,k_spcurre,target
221.350574,0.160396307,-6.5011575,6.741173933,1.615816,1.957672667,2.062824333,0.833432,-0.404529416,-0.372231279,-0.949834331,-0.033018193,0.07033695,0.086313251,0.329739929,0.107224509,0.233281179,0.191920471,0.279789908,-0.906393874,-1.361787488,-1.340074603,-1.0551435,-1.648123471,189.6258578,2.215420016,16.76222178,15.91315011,2.951354615,3.054862804,0.263890565,0.632045072,normal
234.030722,0.20671578,-7.43363178,6.2901787,1.769090667,2.120958667,2.386808667,1.060096667,-0.392005709,-0.376689217,-0.930470221,0.110404169,0.058267284,0.055287679,0.304145608,-0.298995304,0.415517741,0.608911032,0.093372664,-1.07172839,-1.183840572,-1.18954006,-1.854744029,-1.847649752,173.2098889,2.110656109,17.06789529,16.29415893,3.443505045,3.576126429,0.136688243,0.671511199,normal
198.8617107,0.648888503,-8.0838304,12.34512777,1.556283,1.893376667,2.233002667,1.193918333,-0.197642685,-0.350043413,-0.559899921,-0.274276401,0.197247979,0.220108745,0.944756456,0.061017404,-0.045844603,0.119541681,-0.668641233,-0.828573356,-0.948863017,-0.957703481,0.793347308,-1.849509353,179.7146908,2.09699738,24.92807542,21.99208039,4.558164499,4.708000749,0.175605068,0.399217502,normal
229.6765513,0.462324137,-6.956058373,8.370908133,1.890122333,2.238148333,1.997056333,0.717266333,-0.020173498,-0.359632219,-0.630400461,0.484120723,0.112253896,0.147919483,0.799989962,0.632859403,-0.221290262,0.541540026,0.062938336,0.178432596,-1.21137846,-1.214988934,-1.033009549,-0.597345449,169.9558612,2.207115576,19.55237526,18.8192043,3.523428002,3.641533809,0.176733869,0.118231954,normal
243.9354473,0.219155693,-6.98473809,6.355254833,1.761868333,2.115108667,2.248952,1.033995667,0.167212921,-0.43480018,-0.887031986,-0.205997843,-0.037033904,-0.030989931,-0.293162021,-0.085569197,0.03240417,0.660363903,-0.021952516,-0.893076248,-1.248167513,-1.203052925,-1.457163259,-1.54031033,171.1076103,2.051918291,16.96991656,16.7731415,2.605712673,2.724664195,0.159970532,0.159225111,normal
228.4801413,0.12694871,-7.194824663,6.123841867,2.000932333,2.356518667,2.252474667,0.103874667,0.077448571,-0.603643605,-0.876134833,-0.019203028,-0.043952091,-0.039058264,-0.464355673,-0.609479051,-0.266738544,0.27777806,0.117079302,-0.763057166,-1.110289202,-1.130263445,-0.811702109,-1.597862796,175.2695529,2.085192504,15.55408527,14.69720218,3.915822179,4.059666052,0.145014832,1.279015431,normal
249.58168,-0.559680357,-1.60762559,1.911372933,1.566294667,1.907079667,2.063926,-1.536235,-0.109880133,-0.637371808,-2.04714277,2.309029251,0.227574794,0.259577321,0.132308005,-0.376599457,-0.121235266,0.077087901,6.326118006,5.472158166,-0.973838203,-0.981571271,-1.036593364,-0.624002169,169.1695805,2.048161252,5.618029952,5.428623531,4.51576146,4.654450439,0.14593992,0.130073157,normal
224.4133353,0.513789557,-2.946237897,4.5306694,1.936585,2.292437,2.056291,-1.516207,-0.021407568,-0.362212893,-0.876315874,0.180366135,-0.204468747,-0.206456356,0.201850071,0.114361344,0.029975036,0.409268689,1.49253776,-0.084069031,-1.131353475,-1.113458996,-1.66889865,-0.972713211,188.6428129,2.255763103,18.68669245,22.56227436,3.082895519,3.170570378,0.182348043,0.142957652,normal
193.1195513,0.98169103,-6.179650467,9.1549622,1.835042667,2.201966333,1.896574667,-1.671696667,-0.113133994,-0.388537455,-0.148938992,-0.05041285,-0.217509538,-0.234405339,0.240655105,0.320527568,0.308911439,0.454021913,-0.362133735,-0.746243092,-0.449117827,-0.490310371,-1.566865519,-0.852916276,175.7611934,2.142382319,25.52429797,26.58533614,3.489326625,3.626241261,0.042917931,0.096980835,normal
236.423336,0.119654693,-1.849803587,2.829748933,1.884771,2.227832,2.110170333,-1.619393333,-0.04591656,-0.542291757,-0.365245163,0.164542892,0.096481436,0.117339572,0.397940209,0.125371251,-0.204757961,0.434873147,0.975445496,-0.255203547,-0.48917369,-0.519489997,-0.597213372,-1.43588757,182.1717178,2.05433215,15.001337,17.44994035,4.737987575,4.896157342,0.100982576,0.12514325,normal
250.6345733,0.1029294,-3.960709557,2.8057895,1.648253333,1.993307667,2.283469333,-1.446144667,-0.046926455,-0.453835758,-0.958762353,0.051602485,0.109178701,0.136345335,0.437097662,0.338997773,-0.381935128,0.359579952,0.999888012,-0.965379484,-1.211364403,-1.211689932,-1.498666595,-1.185384758,175.5145421,2.057474864,14.81987258,16.72727674,3.864840172,3.966009375,0.288847989,0.467194641,normal
217.9532927,-0.07976839,-4.711403413,3.396099467,1.907927333,2.255458667,2.052305667,-0.810249667,-0.156728965,-0.595253584,-1.094920245,0.255713969,-0.35992443,-0.401046477,0.058790345,-0.159521981,0.153312434,0.128286749,0.921292943,-0.774372741,-0.93762442,-0.902626854,-0.333899501,-1.430312729,181.0220114,2.209775681,15.24888193,15.79571791,2.96347797,3.058818109,0.058481659,0.195265246,normal
232.2601867,0.317792837,-7.248837957,7.7767996,2.205794333,2.557343,2.231999,-1.047778,0.056362176,-0.493928194,-0.773512837,-0.245211184,-0.094176825,-0.100423436,0.718182125,0.089419224,0.037972409,0.537723587,-0.373112714,-1.156944437,-0.102859875,-0.157879724,-1.201319561,-1.839065428,183.6047103,2.086013655,18.88806989,18.23762994,4.081688879,4.229340302,0.10503803,0.118045672,normal
195.990588,0.8315864,-11.12190853,8.875617233,1.804853667,2.131954667,2.253331333,1.359201,-0.143480383,-0.448266103,-0.3208885,-0.367349659,0.189006368,0.216783893,0.009895738,-2.625956587,-0.286717438,0.230515967,-1.003979004,-1.067412462,-0.764209482,-0.786241238,-1.704887051,5.423184315,190.504478,2.135404368,24.77154144,25.18803913,5.031376955,5.188858122,0.133370602,0.819364298,normal
183.2147033,0.93623196,-8.104997043,11.6532076,1.762961667,2.097891667,2.010649333,1.5075,-0.175041334,-0.410745295,-0.200810905,-0.317705754,-0.091063785,-0.083371115,0.092586592,0.84034811,-0.159697517,0.095916391,-0.679669849,-0.649504845,-1.259491017,-1.239054752,-1.266893809,0.543298609,178.663919,2.11347674,26.78516299,28.785608,3.478398955,3.563297983,0.102874695,0.117178936,normal
219.8675907,0.089205187,-5.758370823,7.2842984,1.981016333,2.328041333,1.917215667,1.564324667,-0.185585004,-0.330130898,-0.653416619,-0.364638179,-0.21688581,-0.253765091,0.815572113,-0.684896488,0.147949942,0.131856426,-0.502273971,-0.88384423,-0.527572879,-0.53208014,-0.715593484,-0.951351273,177.4386161,2.059190972,17.60335425,18.13845636,3.428805898,3.547744473,0.133436849,0.089514564,normal
235.4661273,0.282198367,-3.663737733,5.208496167,1.734628667,2.069004667,1.850361,1.505296,-0.007824054,-0.504622886,-0.831775795,-0.143898821,0.053057923,0.066752086,-0.848877029,1.036602217,-0.076397536,0.340272182,0.495224192,-1.089353836,-0.360057759,-0.394587615,-0.93511177,0.363788332,178.3783516,1.934470951,15.09259114,17.45754412,4.844536401,5.006145679,0.099936074,0.051573048,normal
220.010844,0.177124003,-6.18037698,8.296325167,1.664633,2.009382,2.002545,0.615838,-0.146989686,-0.658493588,-0.770212844,-0.282431867,0.101896798,0.130746665,0.003781449,0.976978709,-0.278509893,0.32973442,-0.277768235,-0.817911814,-0.900489438,-0.912678968,-1.80950508,-0.928833546,179.0777578,2.054534208,17.06934767,15.93028685,4.615175779,4.747809588,0.242910035,0.603971735,normal
239.342338,0.2075755,-6.623547013,7.519486133,1.758531,2.111041667,2.353008667,1.670073333,-0.020863212,-0.777574066,-0.794908507,-0.091136116,-0.242967648,-0.257385132,-0.778465728,-0.30869476,-0.023627277,0.600915908,-0.287956973,-0.841765082,-1.13866179,-1.116751572,-0.463375007,1.919546127,168.9595047,2.109071798,16.43668374,15.0346202,3.171874835,3.260276658,0.14035085,0.40390413,normal
221.9247193,0.307933067,-5.88984428,6.8370995,1.787592,2.138412333,2.213128333,1.477209333,-0.139626777,-0.434759454,-0.828629328,-0.125418075,-0.113457389,-0.14222637,-0.391723373,-0.880586852,-0.258311784,-0.139285776,-0.278754237,-0.918456635,-0.385388114,-0.413374731,-1.390485209,-0.95906291,185.1000957,2.067001273,16.8653863,15.75851975,3.371137604,3.489685087,0.153760766,0.413134069,normal
235.4185427,0.389847813,-3.988272543,5.619558767,2.058251667,2.398199667,2.025975667,0.917035,-0.245671855,-0.896882463,-0.907250833,-0.134435492,0.087403671,0.098828328,0.600567843,-0.333985359,-0.20910118,1.032769553,0.255490785,-1.121738077,-0.246130536,-0.279967849,-1.311157455,-1.698321797,185.4675571,1.993982555,16.32082497,17.47441752,4.66563746,4.822277451,0.169997392,0.174883196,normal
220.8244353,1.01385585,-8.599558733,7.7052572,1.722202,2.071591333,2.152353667,0.788963,0.07810231,-0.590986404,-0.242662787,0.063675144,0.173338888,0.204056653,-0.085781476,0.921733141,0.139285741,0.378880296,-0.302081662,-1.01673467,-0.883868447,-0.904051183,-1.860080258,-0.97905436,192.7097157,2.175780405,22.54766469,29.46151993,4.681694217,4.823818892,0.1348572,0.172036736,normal
267.5252253,0.058326633,-5.430423033,1.267405533,1.800145667,2.170695667,2.004779333,0.957873333,-0.179365745,-0.307752261,-0.739311682,0.11405283,0.054786378,0.053084471,1.326425677,-0.448134932,0.028632722,0.253109629,0.261380591,-0.933131888,2.989473681,2.894441219,0.885721991,-1.364856949,185.0443644,2.016139341,14.66411795,17.89315046,4.330233963,4.433348668,0.156454172,0.161195979,normal
264.4627693,0.30621624,-4.924883467,4.9809141,1.883116333,2.280751667,2.165356667,0.991593333,-0.260372797,-0.338921114,-0.796090055,-0.124943342,-0.364763023,-0.430132769,0.882272896,2.811524679,-0.033946259,0.369425449,0.229506744,-0.975752279,-0.46555874,-0.416725164,-1.089906088,7.713499512,177.034668,2.035162821,15.47941558,17.03872047,3.540257877,3.625338421,0.149385291,0.078989468,normal
254.0315433,0.118799097,-4.864039713,3.661399533,1.844325333,2.230332667,2.308667,-0.011434667,-0.049771596,-0.645199898,-0.858890572,-0.076899025,-0.110563149,-0.128860702,0.169896603,-0.136477948,-0.095896129,0.279947329,0.28880086,-0.892128849,0.465627474,0.422870105,-1.465086954,-1.991590932,196.4889855,2.180614284,14.68206241,17.26645655,4.4584568,4.60243712,0.306990855,1.387357664,normal
264.6543453,0.349105867,-5.646125477,3.4604274,1.840866,2.191272,2.093523333,-1.558325333,-0.108797394,-0.489941406,-0.791973095,-0.144470721,0.051331553,0.06996955,-0.555554814,-0.238119563,0.082817062,0.289571769,0.017724738,-1.134954728,-0.269060337,-0.292945242,-1.073215013,-1.88350489,181.4951768,2.098919632,16.67569949,18.28297034,5.897297513,6.079405038,0.149931784,0.105996901,normal
225.8006573,0.781407247,-5.077149857,6.361732867,1.898799333,2.25062,2.051279333,-1.563117667,-0.179318314,-0.398665762,-0.394360427,0.122697318,0.081656869,0.103665483,-0.13016853,0.288668701,-0.001151685,0.216482379,-0.27022282,-0.76618291,-1.097844475,-1.116346206,-1.290891082,-1.346776046,178.090132,2.211400781,22.62738868,28.10276984,5.574175378,5.729126268,0.128937539,0.101580468,normal
247.04589,0.481623373,-6.823427543,6.534121367,1.650601,2.023228,2.040436333,-1.538665667,0.05695193,-0.318724104,-0.018390113,0.068776416,-0.148226545,-0.148168368,-0.009005237,0.671376443,-0.334186833,-0.082674289,-0.112192097,-0.122489904,-1.25366156,-1.244140175,-0.940846088,-1.172344119,188.8565435,2.136138859,20.12971896,22.39588321,3.397778516,3.490131683,0.134409761,0.097079112,normal
271.6405113,0.373548677,-11.89678568,3.4813393,1.804144333,2.166840333,2.128927,-1.534886,0.155017943,-0.439825997,-0.67385377,-0.012934781,-0.271227376,-0.313287938,-1.84539416,-0.571956654,0.139494023,0.316582474,-0.46960112,-1.113892303,-0.845174413,-0.828426086,1.799609035,-0.959319223,182.4409905,2.110148606,16.482333,18.47007031,2.929285278,3.028153327,0.118963439,0.109706681,normal
274.942178,0.033021393,-8.378541143,4.6383675,1.950053667,2.307942667,2.043484333,-1.572319,0.069121881,-0.427275668,-1.09997463,0.198667297,-0.174516798,-0.182195785,-0.211950939,0.364821694,-0.184155075,-0.038453523,0.3713929,-0.677751417,-0.260398449,-0.306756749,-1.551654753,-0.602890196,180.5059695,2.065376449,15.34852215,14.90916594,4.165799029,4.31442579,0.084222447,0.038514915,normal
275.7554353,-0.265044037,-3.847708887,3.8242636,1.872934,2.233625333,2.381605333,-1.723489333,-0.353461892,-0.502612096,-1.696594921,1.105405599,0.142105614,0.162940113,-2.15517142,0.499296363,0.535085358,0.596337977,3.209077579,0.811829913,-0.558624879,-0.590063564,3.148905857,0.816699083,179.4218166,2.026307141,10.61828072,9.651993954,4.984691661,5.153553599,0.160034034,0.31504774,normal
268.3868287,-0.59570448,-0.74732927,1.480918467,1.611314,1.970851,2.033402,-0.647936333,-0.239403414,-0.516514264,-1.820921612,2.365266676,0.183418196,0.213612574,1.094066851,-2.099314569,-0.000762128,0.338589796,7.435788131,6.656275824,-1.19593134,-1.208650232,0.165536931,17.78533013,188.0480872,1.948554141,4.585198928,4.63926467,4.434559912,4.578080843,0.048573041,0.045049152,normal
266.1854227,-0.153965343,-4.194555263,0.5571942,1.682979667,2.041720667,2.059728,-0.659222,-0.339430366,-0.378129794,-2.435284211,-0.199479292,-0.076479493,-0.086160846,0.18739212,-0.825085597,0.610505097,0.691689875,6.058396352,2.254591696,-1.285610187,-1.257052404,-1.432937641,-0.565785146,171.9179337,2.067623108,11.94763068,12.37914812,3.389520068,3.486191029,0.069866571,0.157419117,normal
238.19389,0.87747534,-8.381917833,7.4369324,1.927751333,2.291495333,2.046266667,-0.710199667,0.098632902,-0.586076787,-0.4645935,-0.141223741,-0.327827201,-0.374193397,0.448788521,-0.374084208,-0.079449931,0.309736778,-0.997723428,-0.62917137,-0.656185213,-0.629348796,-0.369518921,-1.331718909,189.0967793,2.229029833,21.84924254,24.07796901,2.963583312,3.066589266,0.061362931,0.156800153,normal
267.5253713,0.778402753,-9.64836311,9.049147767,1.937239667,2.295331333,2.372528333,-0.927419333,-0.054668066,-0.462542343,-0.492445933,-0.480116535,-0.097487087,-0.10496423,0.291998979,0.503764364,-0.33245382,0.11717798,-0.860771748,-0.921382206,-0.385868645,-0.42889216,-1.422326353,-0.573771875,182.9280666,2.212485181,19.088393,18.62471002,4.247598763,4.399950782,0.125501164,0.041816023,normal
223.0253673,0.776264513,-7.743759567,12.98607427,1.946172667,2.273586333,2.057374667,1.653161333,-0.017858004,-0.419839477,-0.406788057,-0.513019926,0.113548463,0.137393382,0.590731831,-3.322144502,-0.452036033,0.040500582,-1.039699696,-0.662910452,-0.442673126,-0.470911009,-0.771562822,27.76277696,190.9267659,2.085111737,24.14835509,20.37927968,4.967658184,5.131297272,0.200942485,0.319944147,normal
241.399746,0.92593861,-4.514943477,11.62923397,1.595731333,1.899498333,1.995609667,1.504873333,-0.218426235,-0.334680792,-0.250683144,-0.071363965,0.199280103,0.232292917,0.116149944,-0.497702056,-0.00906916,0.457313207,-0.404786176,-0.599062141,-1.053818042,-1.061845599,-1.347209159,-1.22313142,195.1402261,2.103833509,23.6727246,23.40022293,4.581135365,4.71962951,0.130243257,0.130520013,normal
278.100152,0.253893617,-4.848936913,3.494697633,1.552031333,1.885873667,2.032245333,1.622674,-0.111004595,-0.470645321,-0.732652538,-0.056029633,-0.085448227,-0.096016698,-0.848915415,-0.497797612,-0.324164553,0.405530637,0.294435586,-1.04855337,-1.420091717,-1.396348146,-0.058771739,-0.673453564,172.6476077,1.954810683,15.17158976,17.70403901,3.527838233,3.622177901,0.106540504,0.14114007,normal
279.678892,0.32036713,-4.510418603,3.154780467,1.808456333,2.166715667,1.898325333,1.618761,-0.203190182,-0.5027387,-1.076068725,-0.019544168,-0.377911551,-0.432749203,-0.321425256,-0.472262399,0.791665065,0.728325666,0.950852039,-0.757743739,-0.827414447,-0.779402422,-1.407808401,-1.455792045,180.9766094,2.025421209,14.74191284,16.63994964,2.89312625,2.977709088,0.068698223,0.195247842,normal
247.333294,0.205431637,-6.096117313,4.8454069,1.783996,2.117090333,1.741759333,1.569621667,-0.067825616,-0.534702774,-0.834264191,-0.009275905,-0.156479808,-0.175766539,1.199336925,1.176303957,-0.158958359,0.128167769,-0.070799246,-1.019198274,-0.185795311,-0.233948902,1.854877864,0.113468591,173.1977293,2.122058704,16.53405861,17.10500195,3.845133042,3.980474321,0.061512308,0.089395912,normal
263.0276413,0.25732361,-7.140434557,0.119878633,1.80167,2.147435333,2.068077333,0.751200667,-0.267456633,-0.493397413,-0.871724746,0.218890568,0.07101201,0.087065602,-0.068525161,0.392673185,0.486899799,0.523457111,0.463176384,-0.87255468,-0.306520975,-0.338966513,-1.608122338,-1.481542222,187.8175223,2.098636549,14.12860221,17.16294597,4.917880956,5.082493623,0.263249417,0.537667096,normal
255.036718,0.522368987,-4.255744333,3.450897867,1.940379,2.278081667,2.098898667,1.50658,-0.024465744,-0.552766021,-0.916230659,-0.074360556,0.060606208,0.09091318,-1.757417518,0.667570428,-0.187990946,0.451211329,0.217833933,-1.252259222,-0.758196786,-0.782005896,3.017373955,-0.84575028,193.864287,2.199634316,17.30223364,20.45155794,5.122089286,5.276119159,0.080618419,0.087149743,normal
226.3751907,1.0374433,-3.671278233,6.018041267,1.648866667,2.014855667,2.222162,1.596314667,0.186010296,-0.845696497,-0.21300429,-0.011880095,0.122766257,0.143746906,-0.478829666,0.674016421,0.045130164,1.205882086,-0.495758473,-1.159718171,-1.407658078,-1.406142918,-1.458529182,-1.123349465,194.3694287,2.24800367,24.50433689,29.06810545,4.413190433,4.532936684,0.204734991,0.273979798,normal
245.1794947,0.47218948,-10.00356538,3.789246133,1.740288333,2.107377667,2.137833667,0.995513667,-0.036619443,-0.729861728,-0.480262291,-0.082772647,-0.315327809,-0.333433252,-0.678963479,0.773589284,-0.450351808,0.753396248,-0.556755177,-1.104393023,-1.170402513,-1.125230977,-0.580899625,-1.029963704,185.9170455,2.135631978,16.57749937,18.81483615,3.15848372,3.240999578,0.200461232,0.49207136,normal
272.26249,0.166833467,-2.913747187,2.4875985,1.999704667,2.372449,2.04821,0.641508333,-0.284318976,-0.396820852,-1.160048019,0.042107567,-0.35813208,-0.409783064,-0.726357682,1.013164652,0.62095564,0.740038007,1.621825615,-0.551863186,-0.702795789,-0.668558295,-0.805378698,-0.153018964,175.0253968,1.953419435,13.65720156,15.68431597,2.994850209,3.083141996,0.184799174,0.165517392,normal
257.5724733,0.29763674,-4.2017462,7.7653779,2.079581,2.438517333,2.055258333,0.609339667,-0.045748001,-0.577905287,-1.118673676,-0.021520874,-0.190046734,-0.20414214,0.402691042,0.686709436,-0.069787232,1.245209503,0.378885007,-0.965519032,-0.272669383,-0.311812422,-0.801290758,-0.968255596,178.84504,2.152253752,16.24960289,14.39586375,3.967586155,4.101909336,0.128589752,0.206513697,normal
268.4342547,0.05489363,-5.64083838,7.137010167,1.802630333,2.151568,1.977096,0.66616,-0.065336806,-0.646887452,-0.988492527,-0.121921964,0.081238601,0.090531612,-0.080885542,1.084062002,0.125034887,0.505011748,0.127995389,-0.690396322,-0.216128513,-0.255035168,-1.511676041,-0.081450521,191.6859547,1.929634404,16.95514585,14.87226171,4.719961709,4.876903135,0.210250292,0.149615795,normal
272.549672,0.281770433,-4.655114247,8.512897033,1.840903,2.206231,2.108427,0.742782,-0.232737973,-0.618182231,-1.04296989,-0.146082248,0.105545612,0.127107971,-0.301798294,0.308887734,0.361610142,0.608734788,0.274553631,-0.871369797,-0.540026222,-0.562190593,-0.813313427,-1.055567932,198.2722899,2.11028352,16.85663894,14.84964736,5.223728554,5.385977586,0.142442358,0.177050012,normal
258.6253787,0.380411307,-6.10255951,9.0335555,1.792428667,2.131828667,2.313586,0.298573,-0.041361301,-0.272620826,-0.847066302,-0.291103851,0.160257528,0.192606745,0.086676629,-1.26554439,-0.251990186,0.203745436,-0.292702665,-0.882798686,-0.816922143,-0.83932546,-1.220994668,-0.35899767,174.6156807,2.101396694,17.52502414,15.38992606,4.984987664,5.13969284,0.302881341,1.065252045,normal
266.8075987,0.262041843,-6.844587887,9.373054233,1.693394667,2.044457333,1.922070333,-1.57472,-0.17766173,-0.743888301,-0.825315676,-0.058865062,0.183580808,0.21105315,0.793639056,0.53299352,-0.316543634,0.559767814,-0.23257041,-1.081106654,-1.298588895,-1.312401599,0.342947716,-1.071101663,177.1290346,2.152137261,17.17150926,14.48089038,4.794771949,4.937469436,0.120253875,0.055398063,normal
265.5634127,0.306641833,-6.88049155,6.204940167,1.838349,2.171379667,1.974581333,-1.545452667,0.272310628,-0.449246098,-0.894223229,-0.01505469,0.071607677,0.092143974,-0.301559983,-0.170493482,0.311960314,-0.15350536,0.17397896,-0.866627547,-1.520824602,-1.523262687,-1.311603835,-1.610748684,173.4974545,2.039420979,15.66744539,15.01223871,4.523855203,4.650727371,0.148709966,0.151726889,normal
253.6489593,0.479052277,-9.80894799,7.7326411,1.593048333,1.946036667,2.065987333,-1.548802333,-0.135061616,-0.570009894,-0.631117025,-0.284227158,0.062399387,0.078939871,-0.492958294,1.446497343,0.194300736,0.328227643,-0.736502404,-1.07829705,-1.548449578,-1.540263285,-1.074518561,0.37367897,186.2304244,2.051829489,19.51936983,18.65055387,4.088598885,4.196775408,0.11052903,0.049757695,normal
228.0019667,0.83458731,-6.1951165,9.531751633,1.781012,2.148871,1.967505333,-1.60805,-0.149238168,-0.402669573,-0.3774409,-0.070142004,-0.070617132,-0.060271092,-0.511384432,0.645635888,0.444889174,0.671546126,-0.741004407,-0.796686743,-1.573256188,-1.563183939,-1.068500746,-0.980974893,194.9529231,2.111852707,25.19165641,26.34755209,3.994069711,4.103157588,0.131960492,0.21421436,normal
265.8503253,0.801994593,-7.76722822,8.173413233,1.706711333,2.081756667,2.051897333,-1.544277667,-0.406919041,-0.344548726,-0.245455628,-0.110005068,-0.050806965,-0.037169089,-0.114714596,-0.063797697,0.755273481,0.656040782,-0.515391131,-0.655650906,-1.551638799,-1.544273181,-1.486991682,-1.253526352,182.5440512,2.167673516,21.44422641,24.06386141,3.885562367,3.983007551,0.097888177,0.132421831,normal
286.713124,0.336237123,-6.313759803,1.771667367,1.328846667,1.666454667,2.019527,-1.473438,-0.064984836,-0.429385861,-0.748300863,-0.014138868,-0.620021945,-0.620021484,-0.199463917,-1.071393052,0.017751902,0.464029903,0.113415932,-0.913901428,1.478140141,1.451012475,-1.222800908,0.641712826,183.0023669,1.907556299,16.06957543,17.54030471,4.79497424,4.913997694,0.156590511,0.113370732,normal
